Author,Ulasan
@user-wo2rd2wl3d,Pertanyaan cawapres 02 menurut salasatu pakar mengatakan pertanyaannya salah pengucapan sehingga siapapun yang ditanya pasti menagalami ke bingungan  yang mengucapannya terkait SGIE yang bener GIEI Gelobal Islamic Ekonomi indeks
@muhamadbasirudinbasirudin2227,Saya selaku anak muda. Saya tetep konsisten. 2
@PanduArya,Slepet slepet 😂😂
@supardisupardi5896,50% rakyat Indonesia meragukan Gibran . tetapi setelah  melihat debat ini ternyata Gibran lebih berkualitas  .
@MendenaTV,"Coba bayangin kamu dikasih kisi kisi, emang bisa jawab selancar itu kamu?​@@nasywaa0631"
@adityasaptanugraha6898,​@@nasywaa0631penyakit hati 🤣 kmarin klo gibran gak tau ngomong gak bisa jawab pasti di bully....lahhh skrg dia pintar jawab menguasai debat malah di curigai... 😂 penyakit hati mmg tdk ada obatx
@nyonyaaziiz,"di luar negeri sistem pembelajaran nya memang diskusi dan argumen gt sm dosen nya, aku udh tanya temen ku... emg gt, fix habis ini kampus nya di singapore kebanjiran maba sih 🤯🙌🏻"
@riantyazari9959,Setuju ✌✌
@rudycahcilacap1763,"​@@nasywaa0631apa² curiga ,,haddehhh ....pasangan berak jg dicurigai kali ni orang ...😂"
@hariyati5364,Masa lalu jadi kan pengalaman<br>Bukan malah di teruskan
@mohfajarrudin7709,Bapak Prabowo ❤
@maskurmahater4156,Kenapa di pakai clip oN head set dan hand held ada yg bisikin  sesuatu ke dia mungkin
@ezraismail1745,anis persiden 2024... amin
@SudirSudirman-zm5wq,"Terlalu muluk muluk rencana pak Muhaimin kalo mau bangun  40 kota selevel jakarta,,😢😢😢"
@isengaja6632,"cak imin gak nyambung, slepat slepet...isin aku milih ente"
@kenghbinyaya3146,"Lom ada yg sempurna ni 😂😂😂😂,, dari waja merekah lagi hammmmmm😂😂😂😂😂..Lom ada yg positif untuk masyarakat,, lagi gosip ni😂😂😂😂..."
@bangmoelofficial1974,Hati dan OTAK gak sinkron.. 😂😂😂 jdnya HAYALAN!!!
@geramcommunity2473,prabowo gibran paling komplit untuk jadi pemimpin indonesia yg lain beljar jadi orang baik dulu saja
@adityaswts822,Kata2 pamungkas ko pakai teks..wkwkwkw no 2 alami dr hati nurani...
@hananindratno4952,Gibran memang jempolan.
@ezraismail1745,malas nyaa liat muka wakil 02..🙃🙃🙃
@fauzimustikassubagyo6336,OK Gibrand Rakabuming Raka
@Johanpel,nonton ini ibarat nonton anak muda lagi jelasin kebapaknya tentang hal yang anak itu kuasai
@MarthinTasey-ek5gc,Terimakasi atas kepercaya. An kami kepada mas gibran<br>   Tak seperti orang ktkan
@marulitambunan4798,Mas gibran diatas daun
@MUMAR_Channel,Ditunggu program kabar kesejahteraan guru honorer
@glo-poglo5440,SELESAI<br><br>🎉🎉
@harismulyanto5822,Semua sih boleh mengagumi argumen Gibran bocah kmaren sore.. Tapi ini pilpres bukan wakilnya.. bpk Prabowo itu toprecordnya semua org udah tau.. jadi sudah jelas kalo bukan pk Ganjar ya pk Anies yg kepilih.. 💪🇮🇩
@dyahkusuma2535,Ngimpi 😂
@nindaannisaputri2000,"liat wajahnya cak Imin nih santai bgt ya full senyum.. , tapi mohon maaf pak saya pilih mas gibran dulu ya 🙏🏻😁"
@tumpuktugas,iyaa pd bgt ya imin
@wasiriwasiri4770,Aku sih yess✌️
@sitisuhartini3571,Ayo imen usut tanahnya surya palo di kalimantan yg di tanami sawit jangan munafik ya
@maleeesmasak,Jagakarsa Jaksel siap mendukung Prabowo Gibran.
@dyahkusuma2535,Jatim siap prabowo gibran ✌️🇮🇩
@muhammadimamhidayat6190,"2 kata utk nmr 2, songong dan sombong, attitude nol.. itu kyk dosen debat dg mahasiswa, wis ora tepat ngeyel malah nyalahke dosene.. sabar ya pak mahfud ngadepin mahasiswanya"
@syauqibik2968,"Saatnya generasi muda diberikan kepercayaan , hidup hidup karang TARUNA"
@yeftayoga54,Jawaban cak imin dr awal isinya KOSONG
@user-ug4cw2gw5d,Wakil nomor urut 1 sama2 banyak Gombong doang keliatan🤣🤣
@IndanaZulfa329,Slepet tu apa ya?
@sulkifli8777,Orang asal ngomong dibilang pintar 😅
@agusasta7804,Pake slepet
@anosriammuntik,Bapak Gibran  sudah pantas kita dukung  .
@muhamadawaludin5142,"01 bebaskan pajak , di jamin negara bangkrut ."
@pendra5107,Tetap Prabowo Subianto dan Gibran yang terbaik
@mukminjabbar2135,"Aku sih tetap no 1,"
@bumzjunior6668,Omongan No 1 ngambang dan gak berbobot
@viennaandriany5974,Keren mas Gibtan....goyang Gemoy❤❤❤❤
@salmamaulidyaa6186,Minmin😂
@ardysick1500,"Disini kita bisa melihat dan mendengar,jadi saya ttp akan memilih prabowo,umur gibran mmg masih muda justru itu,dia lebih tau jiwa² anak muda,yaaa mungkin saja indonesia ini akan lebih baik dari sblm nya amiin,,smangat pak gibran saya pendukungmu.."
@bettawarrior,Investor crypto pasti dukung gibran
@rezhapranta994,"Pak gibran gomong gw langsung paham apa tujuan dan target kedepannya , beda sama pak anis , kebanyakan kosa kata mutar2 kata sampe penyimaknya bingung yg di maksud apa 😂😂"
@farellarfathan64,​@@rezhapranta994ia asataga🤣 bibgung isinya apaan dan maksudnya gimana jadi planga plongo sendiri
@elidawarni2463,Semanggat pak prabowo gibran  pilihan kami
@user-bu8vd8ex4e,Prabowo Gibran selalu kami dukung
@naidahida5739,Semangat mas ghibran dan pk prabowo salam dari hongkong❤❤❤
@ageltani245,yok gassss mas gibrannn kami anak muda dukung prabowo gibran
@user-si1jn1oz8h,Ternyata Gilbran ini cerdas dan visioner 😮
@rnrheina9301,Kemarin gugup banget nungguin debat cawapres. Karna banyk banget yang rendahin mas gibran. Eh tau2nya semua jawabannya mantappppppp. ❤❤❤
@sungjiae5451,jangan di buka lagi saham ilegal ya pak  soal NKRI kita udah banyak yang ilegal inspastasi ilegal  juga manusia ilegal rohingya  indonesia tidak sedang baik baik saja  tapi malah di dalam krisiss ekonomi rakyat
@edoandrianto4911,SLEPEEEET
@shotlife127,Awalnya dukung cak min sekarang dukung gibran ❤❤
@user-zp7vl6nt8n,Mas gibran sangat cerdas tidak berteletele.. Dan peyampaianya pun sangat berwibawa meskipun paling muda.. Salutt yakin 02 pasti menang.
@fullsun0639,Iya kayak to the point&#39;
@IbnRusyd-ws8hv,Wkwk cara buat pertanyaan kayak lomba CC anak SD ternyata dibilang bagus ya... Ternyata upss😅
@user-wc4kf5td4b,"Cerdasan mana pak Gibran atau pak Anies Baswedan??? saya tekankan, yg menjadi tolak ukur dlm pemilihan capres adalah ketuanya bukan wakilnya pak💪. Paslon no. 1 capres yg berbobot , terpercaya dan berkualitas sedangkan paslon no. 2 bisa juga dikatakan cawapres nya yg berkualitas. sekarang bandingin udah. Gitu aja,"
@andaraslalu4987,"​@@user-wc4kf5td4biya mungkin klo untuk anis soal ngomong emg no 1 se Indonesia mungkin se dunia &amp; se tata surya , sales jamu pun kalah, <br><br>tp klo untuk kerja sama ahok aja msh kalah, kmren pilgub jakarta anis menang krn tertolong isu ahok nista agama , pdhl jelas ahok cuma ngomong jgn mau di bohongi pkai ayat suci bkn nya ayat suci nya yg membohongi .... Tp rakyat pd gagal paham, ya wajar setiap manusia tu kapasitas pikiran nya beda&quot; , klo yg gk bisa memahami kata&quot; ahok di kira ahok bilang ayat nya yg bohong 😅 <br><br>Klo gk da isu itu di kulitin ahok tu pilgub kmren"
@zulialaili9445,​@@andaraslalu4987 😂😂😂 jangan langsung di ulti napa pakk 😂
@dax_baheula,indonesia dengan para panelis yang luar biasa gelar nya
@bismabisma4190,Muhaimin ....iminnya gk jelas.😂😂😂😂
@azambiola6350,"Ingat president itu satu bukan dua dan tiga, jadi kita bersama2 untuk saling bahu membahu antara 1 dgn yang satu untuk menghantarkan  wakanda no more indonesia forever, ingat pakek hati dan pikiran"
@JarohRifai-ix2jt,"Makanya .. jgn suka meremehkan air yg diam , giliran ada tsunami mati smua!"
@jihanoctamediza7899,Gus imin inilucu banget. Kehabisan waktu mulu
@aseppengantigan63,Cawapres nomor urut 2 asli cerdas✌
@ditasadiya7893,"Asal bukan anies , semangattt prabowo gibran- ganjar mahfud."
@nelirahmani478,Asal bukan banteng 😢
@herusaputra2373,Asal bukan &#39;Duo Penghianat&#39;....👍👍👍
@franklinnaibaho879,Kok sama kita ya mas.....
@triastuti3731,Bismillah gibran
@solehkhan5,Pasangan AMIN GAK PUNYA PIKIRAN.... KALAU IKN DI STOP.....GIMANA NASIB PEKERJA PROYEK...MAU GANTI NAFKAHIN KELUARGA MEREKA????
@muhamadawaludin5142,"Dalam 5 tahun bangun 40 kota selevel Jakarta , padahal bangun IKN saja tak setuju . Lucu dan ngawang ngawang itulah 01."
@SuYanto-rf7rp,Mungkin dalam pikirannya punya kantong Doraemon x
@devisaririzki6340,Agak laen emng yg ono
@sarjanamuda6336,No 1 lagi buat rumah tanpa tiang😂
@yunaldisuwanda9278,Di slepet dlu biar ga ngantuk
@alfianrusdi4972,"Bukan kota baru bro, tpi menaikkan level kota yg sudah ada"
@m.juntak888,Kyk ny wakil2 ny yg berkompeten dan realistis yak😅 mendengar jawaban2 nya 😊
@AniPurnama-ct8kj,Pkoky walikota qu mas Gibran is the best....jjur amanah ms Gibran is the best...solo kota maju....❤❤❤......💪💪💪💪✌️✌️✌️✌️smngt sukses sllu  Slam dr hongkong.....
@moodbooster_tv,Yang pro sama rakyat dari statement nya cuma muhaimin aja..emg bener uang ikn klo digunakan buat masyarakat pasti akan membuat perubahan untuk kedepan nya
@ferrysabiq722,Gibran cerdas...yg tua2 mlah plongo.... 100% gw GIBRANG bnget
@riatriyana4374,Apa cuma gw aja yg ngskip pas bagian debat nya bkn mas gibran😂😂
@AlsyaAli-kl2ki,Cimin keox sama anak ingusan malu2in..min mundur aja no 1
@ilhamaldiandra4626,Tombol all in prabowo&amp;gibran ⬇️👍
@lenangapak9436,Emang boleh pak Gibran Se elegant itu....Hiks#
@user-qu6bf8ni6x,Cak imin emang boleh selucu itu😂😂😂
@harryblemo5544,1
@danielmatthew984,Semua itu cuma janji doang di mulut... intinya pilih yg paling sholeh
@wesearchit7060,ANAK MUDA INDONESIA HARUS BISA!!. MAJU PAK GIBRAN ❤️❤️🔥🔥<br><br>PRABOWO GIBRAN ❤️
@ululsemett1908,"Nomor 2 aja,pilihan rakyat di Lombok,karna bapak hj prabowo bner2 pduli rakyat indonesia dan plistina.."
@user-ho7jk7rr5e,Anak muda yg cerdas malahan milih Anies 😂
@fachryilona9879,Pret 😂😂😂 gibran debat mokir apa yg dia mai omongin msh mikir  liat dr muka nya...keliatan  cuma dia PD  aja untik menutupi ke kurangan nya dgn menyerang lawan nya prdshal apa yg dia sampai kan dgn istilah singlatan ..tapi salah hrs nya ngomong pk bahasa inggris...tp dia pk bahasa indonesi ya jelas aja ca imin ga ngerti...karena gibran bacanya pk nhs indonesia...ko bg di bangga kan udah salah dr awal ...untung ca imin maklumin   😂😂😂
@eugenekrabs1,"​@@fachryilona9879banyak omong kau,itu si imin gabisa tidur gara2 tumpeng"
@yusupmaulana8182,Wahai rakyat belum kapok kah?
@rieta1021,Massss gibrannnnnnnn ❤❤❤❤
@user-es5eu8tb1j,PRABOWO-GIBRAN ✌️
@torobae8808,Tetap nmr 2
@lutfiaazizah5097,Kontraktor lokal telah mengambil alih anggaran yg jumblahnya triliyunan cobalah KPK mengauditnya segera
@suardimuin152,"Dulu dukung pak prabowo, sekarang pilih pak anies"
@sitisuhartini3571,"Pilihlah ,prabowo,,gibran,,atau ganjar,mahfut,,,yg penting jangan anis imen,,,saya mengamati udah jelas&quot;, imen ini banyak munafik hanya mencari kedudukan aja"
@user-kb1mk8ip9t,"Gagal fokus sama topinya ganjarr,, yang siap nyrudukk 😂😂😂"
@user-el9it3cs4j,Dua cawapres yg di skakmat oleh Gibran gak bisa jwb apa&quot; mreka
@harmainano2700,Inilah gibran ditanya masalah stunting di jawab Samsul..dasar...
@dewaaghastya5356,"andai aja pak prabowo gandeng pak mahfud , asli menang telak"
@lokerperawat2322,El sulfat ni boss ✌️
@lidyaeuismulyani2093,Wah ternyata gibran cerdas Indonesia menuju emas. Hidup gibran anak muda. Kl menanggapi dan menjawab. Slalu dgn tenang. Muda yg ktny anak. Bnyk. Yg blg anak ingusan. Tp cerdas. Pintar. Ayo kita pilih PAN. ( prabowo gibran 👍)
@katara9880,"yang terpenting itu pimpinan yang berkompeten, disiplin dalam segala hal dan berani untuk perubahan dimasa depan<br>yang namanya wakil itu seperti apapun pintarnya dia tidak ada tenaganya karena tidak ada tenaganya alias tdk bisa memberi keputusan tan seijin pimpinan, tidak ada perwakil...hehe...yang ada perpres atau permen..hehe, jadi lebih berkuasa mentri daripada wakil...hehehe"
@dickymeilantoro1931,"yg tadinya disepelekan, sepertinya dia yg paling menguasai keadaan"
@irfantatang4612,Dangkal sekali debat sekala cawapres 😂
@user-yk3dw9hf3s,"Setelah Debat kedua ini, saya yakin dukung GIBRAN (Gerakan Indonesia Bersama Anies Baswedan)...Bravo AMIN"
@muhamadawaludin5142,"Banyak yang sangsi anak muda apa bisa berdebat visi misi .  Ternyata DUAR , semua di buat kaget !"
@wayankastawan1055,"Dukung gibran ,, ucapan doa nya slalu toleransi , dukung gibran dan prabowo"
@ryandarmawan7329,"emg keren mas gibran, tpi maaf saya milih anies 🙏"
@madesulut751,Jadi dri sini rakyat bisa menilai<br>Lanjutkan atau perubahan<br>Mulai dri 0 atau lanjutkan yg sudah 80%<br>Anak muda siap dukung nomor ✌️
@arnoldsimbolonarnoldsimbol2146,Saya percaya hanya Prabowo yg bisa melanjutkan kinerja pak jokowi.tuhan memberkatimu pak prabowo
@dodobrondol9485,Dengar visi misi pembukaan cawapres no urut 1 dan 3 kurang berbobot banget 😢
@kostrad4712,Mas gibran kereeeennnn!!!!!
@utolmks1156,"Siapa yang terpilih itulah yang jadi pemimpin, lanjutkan program pak Jokowi"
@skyfighter8117,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h01m43s"">1:01:43</a> <b>MINIMAL DIBANGUN 40 KOTA BARU</b> ( selevel jakarta) artinya bangun dr nol dong dan sebelumnya belum ada<br><a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h05m56s"">1:05:56</a>  oh ternyata sdh ada kota2nya tp yg punya potensi<br>Mengembangkan kota bukan membangun kota baru 😂😂"
@tumpuktugas,🤣
@umicisoka6134,Hidup 2
@BaiqSindy-iv3hy,Kasian pak mahpud😭
@mancingrawai166,"Prabowo Gibran saling melengkapi<br>Amin 1 visi misi menegakan keadilan<br>Ganjar Mahfud memberantas korupsi<br><br>Klu nonton debat pertama sy fokus Anis<br>Debat ke 2 sy fokus Gibran,, Krn yg sy hawatirkan dari Gibran TDK terjadi Krn seolah skrg menjadi Gibran yg baru di cas batrenya...<br>Salut sama Gibran yg santun dgn senior&quot;nya"
@ketutwidarmawan8509,Dari bali all in prabowo gibran✌
@venomkicau2663,Kaya ada bayangan pak Jokowi di belakang mas gibran luaaaaaar biasssssaaaa
@nafarinerwin2405,Hampir semua yang komen di sini dukung prabowo gibran.<br>Akan kah dukungan ku kalah lagi😂
@dennybettafarm4560,Semakin yakin pilih Anies Baswedan dan Gus Muhaimin Iskandar
@bunayyaarif5190,Mic nya gibran tampil beda
@baiqhifahikmatulaulia,ngakak bangt pas bagian imin ikut potong tumpeng😭😭
@enamin3078,semoga prabowo gibran jd persiden. dan ganjar mahfud jadi mentri yg strategis untuk membrantas KORUPSI...
@novendra6566,Pak Mahfud udah tau banyak korupsi selama anda menjabat di pemerintahan kenapa tidak bisa anda Brantas selama ini kenapa sekarang anda baru bersuara?????selama ini anda kemana pak😂
@abughazzah3863,Mas Gibran. WOW  kali ini unpredictable. Jadi tambah mantap bareng Prabowo - Gibran.
@rianputra5522,Full 1000% Prabowo Gibran
@yalimodjopari4853,Amin Salam 🙏 dari Papua <br>02 Prabowo - Gibran
@mesakradjakana8758,Prabowo &amp; Gibran tidak pernah tersentuh kpk  jdi tidak repot ngomongin  korupsi.....maling teriak maling
@spencerarios1251,Gibran top dan cocok jadi pemimpin presidenlah
@muhamadawaludin5142,"01 apapun proyeknya , pasti kelebihan bayar . Proyeknya unpaedah , tapi paedah untuk isi kantongnya."
@DeiberDf12,"Pertanyaannya sederhana, namun prosesnya yg dipersulit!. Demikianlah negeri ini setiap ngurus sesuatu dipersulit, kata sahabat gue semua pengen kertas warna warni."
@rosyid2606,Kalo ada yg tukang bisik. Anak SMP juga bisa gitu aja
@premiumproject8341,"Gila, ga nyangka banget gibran  bisa se smart itu dalam menanggapi semua,, bener bener bisa nguasai panggung dibanding cawapres yg lain.. salute..!!!"
@yusupmaulana8182,Wahai rakyat belum kapok kah?
@BOTUNA_,​@@yusupmaulana8182 kapok apee gak ada yg kapok kecuali pemalas ahaha
@candranadiprabowo7665,"​@@yusupmaulana8182Kalau saya sih Alhamdulillah ga kapok, karena Bapaknya Gibran (Jokowi) keluarga ekonomi menengah ke bawah sangat terbantu"
@yusupmaulana8182,@@candranadiprabowo7665 terbantu karena bagi2 beras dan telor tapi harga melambung? Sama aja bohong lah 😂
@yusupmaulana8182,@@BOTUNA_ Walah bot.. buka mata buka hati liat kondisi negri ini ? Hidung mu sudah di swab belum hehe
@MrDwifarhansyah,ANGIN PUNYA KTP IS REAL
@yogiviriyanandi1676,Tumben gibran bisa jawab jgn&quot; udah ada bocoran soalnya
@alisyaqueennara9053,Jgn ngadi2 dehhh...
@tumpuktugas,kacoo
@zanatulkhoiriyah,"Cak cak, lawak laah kau ini, nanya kg trik and trips, hahaha, ngga kebalik? Siapa yg bilang Gibran anak ingusan?😅"
@mesakradjakana8758,Kasian de loe
@elsaaulia7385,Tetap Amin❤❤
@rosyid2606,Kepala gibran kok banyak kabelnya.itu siapa yg bisikin gibran.dulu bapaknya juga kepalanya banyak kabelnya
@ilyasmuhaji9505,"Klo nurut satu, cman bisa ngomong doang kerjaannya kaga, sudah terbukti pas jadi gubernur Jakarta 😂"
@Alras_28,Ganjar+Gibran nyetel😊
@noblesse7233,Pak Mahpud kena sleddinhg🤣
@avisienaazmi6370,SAYA MAHFUD - GIBRAN😂
@alvinurfaizatin4911,Luar Biasa pak Gibran❤
@dhitaarditya5950,Gibran keren bgt 👍 makin yakin pilih prabowo gibran
@user-ob4tf9gv2h,gua sampe terharu dengar cara debat mas gibran salut guah😢
@rangochannelcbs2184,cuma muhaimin memang yg konyol..di podcast om dedy aja gt ngelawak mulu
@rofinnurhayati9878,"Terserah dah kalian yang ngak suka mau ngomong apa,, klo ngak suka mau sebaik apapun tetep aja mata kalian merem"
@lenimaryana568,Kenapa ya diumur sekarang seruu bangett liat debat
@rizkiapriyansyah304,l love you pulll mz Gibran pak Prabowo
@hendro1224,"Itu Paslon 2 apa2 gratis , angkutan gratis memang negara ini kaya , wong utang negara banyak berpikirlah yn pakai logika , hanya pingin jadi capres cawapres memberi harapan gratis , jangan gitulah , berpikir seperti Paslon lain , GK pernah ngomong gratis2 , sebab palain lain berpikir cerdas"
@dannyasyari5930,Apapun program yang kau buat itu akan tidak ada artinya jika masih banyak koruptor dalam pemerintahan
@rifadwi4101,"Klean yang kecewa wiwi ama banteng, malah milih anaknya kan gak ngotak."
@riositorus888,Keren buat mas Gibran semoga terpilih pak Prabowo dan Mas Gibran🙏👍👏🇮🇩
@raufhan6800,"Unfaedah nih KPU bikin acara begini, debat apaan begini...jauh lebih bermanfaat debat2 yg diadakan dikampus lebih natural pertanyaan dan jawaban yg ditujukan kepada para paslon 😅"
@viviandriani8957,Mas Gibran ❤
@deersa_adhytama0469,"Pantesan pada takut sama manuver gibran, jahahaha"
@mesakradjakana8758,Koruptor mana ngerti  ttg keadilan
@syahrizal-ve1mp,titisan PDI titisan jokowi..ogah
@kyokosanagi,kalo ada yg brni mempercepat pasal 28 perampasan aset korupsi di sahkan gw jg milih dah.. siapapun calon  nya... kalo gak ada yg brani skip.. gw gak golput tp gw buat invalid kertas pemilu nya.. gw coblos semua... biar kertas gw ga di coblos orng yg ga bertanggung jawab... THANKS
@user-zg7ns1pn4u,"Hrsnya, imin, singgung soal inkonsistensi dia di pdip"
@nurkholipah7961,Dukung prabowo-gibran demi masa depan emas
@JEYSENMSTRI,"Ngak kebanyakan itu pak Mahmud janji anda selama 5 THN , tidak semudah yg anda bayangkan itu semua selama menjabat menkopolhukam saja ngak pernah becus mengatasi hukum di Indonesia 🤣 amin kena ulti sama mas Gibran 🤣 pertanyaan Gibran terlalu sulit 🤣🤣🤣 bravo Prabowo Gibran 👍"
@aricantika,MANA TEAM YG SETUJU LANJUTKAN PEMBANGUNAN IKN
@AsroriAri-cu7fn,Tak perlu bicara yang penting pakta dan di jalan kan
@yusepchanelofficial8430,"kayanya paslon 1 dan 3  tdk menduga Gibran akan bisa se elegan bgt<br>jd mereka berdua sangat panik,karena tdk siap untuk itu...❤"
@ganisoktalia2283,Pak gibran kmrin diremehkan sama kaum sono kak... Di jelekkan difitnah d debat pertaama ini pak gibran buktikan
@AsepEdi-nd9hd,Mas gibran cerdas kyak bapaknya ..mamtappp
@sulaiman0662,tolak ikn tapi mau bikin ikn 40 biji ini gimana toh min min😂
@prayogoyogo7618,Banten selalu dukung Prabowo 02
@desiyahya999,Gtw kenapa lebih menarik debat cawapres dripda debat capres
@muhamadawaludin5142,"Gibran manggut dan ikut tepuk tangan, saat tanggapan Gibran di tanggapi balik Mahfud MD . Ini etika yg baik."
@ReliParit-hv9ji,Pak Mahmud MD ini mengklitik kropsi .. itu nama nya orang reseh kata orang desa
@muhammadrezaarifin5553,"Dari awal Prabowo...lihat mas Gibran disini, jadi tambah yakin dgn Prabowo- Gibran ❤"
@bobikampus,awalnya ragu ... semakin kesini kok naksir dengan paslon 2
@user-tv5nn1hw6r,3 capresnya aj pernah kena kasus korupsi koq visi misinya mnyangkut kpk😂
@user-jy4sg7tf4g,Gibran yg sok tau perihal singkatan SGIE n Carbon Capture
@user-gm1mn1df3k,"Ingat kata pak mahfud waktu beliau minta sesuatu sama pak bambang pacul, apa jawaban pak bambang pacul?😂<br>Yg akhirnya permintaan pak mahfud gk  bisa  terlaksana"
@ayanksucipto5745,Tetep prabowo gibran
@esabayukarlina8781,Cmn mau kawal kalau jadi no 2 yuk kerja nyataaaa gas keun bikin yg lain melongo
@esabayukarlina8781,Cmn mau kawal kalau jadi no 2 yuk kerja nyataaaa gas keun bikin yg lain melongo
@user-jy4sg7tf4g,Pertanyaan bgtu bagus.. karna Gibran seorang muslim dan Indonesia mayoritas muslim..
@goresanpena_gp,Dari awal udah milih Prabowo-Gibran dan dri debat ini sya smkin yakin untuk ttap memilih capres dan cawapres nmor urut 2<br><br>Gass Pragib🫰
@user-jy4sg7tf4g,Aturan si Gibran kasih pertanyaan <br>Tentang firman atau sabda nabi Muhammad SAW perihal tenggang rasa antar sesama/kerukunan antar umat beragama <br>Dlm rangka memerangi radikalisme dan supaya kebhinekaan NKRI tetep rukun
@M-Sahri10,Ngomong apa sih mas hadeehh
@galih8469,Slepetttt....sengol donk 😂
@user-kz8vx7du8o,Yang satunya kebanyakan janji terosss
@user-ry9ym4jj2y,Mantabbb Prabowo Gibran ...sangat cerdas ...gk nyangka mas Gibran sehebat ini ...maju terus unt bs kt
@BentarielPYudha,pake hati pake otak tpi klo gk ada sikap dan keberanian bgmna? udh jdi ciri khas yg cuma bisa ngomong doang.. kenyataan nya zonk.. cuma sebagai kya formalitas doang pandai bertutur kata
@samsulbahri2339,Orang pintar mesti pilih Pak Ganjar Pranowo dan Pak Mahpud MD
@rendyferdiansah6618,"Dulu prabowo dan skarang tetap prabowo,apalagi di wakili sama gibran sang pemuda yg mempunyai pemikiran cerdas,"
@PQ-vc9fl,Jatim all in prabowo gibran 🔥🔥🔥🔥
@yanmdrcms5165,1 atau 2 pilih yg mana! Dari dulu kalau sama boneka2 mak banteng👎👎👎👎👎
@Rey-kc8tr,Prabowo gibran yes
@BOCAHANGON755,"Sehat selalu, panjang umur, Rizkinya berkah berlimpah dan di Qobul semua hajat pak Haji Prabowo Subianto dan pak Gibran 🤲 Amin ya Alloh SWT ✌️😁 no debat karena saya bukan tim sukses atau petugas partai menang/kalah debat tetap saja jadi kuli tidak mendapatkan jabatan apapun 😅🙏"
@harfi500,Mas Gibran cerdas singkat padat. Kagum gua.  Yakin Prabowo Gibran 2024 ❤
@edij4y496,pak mahfud👍👍👍❤❤❤
@user-gc7ys7vt6y,"kena skak,dlu ikut potong tumpeng d ikn..kapok...msh mau nolak ikn"
@alfianrusdi4972,Strateginya bagus menyerang dgn pertanyaan dgn istilah yg masih jarang didengar
@mansurs5060,pink
@andiusmanmuzakkir8982,Bapakmu SJ TDK mampu atasi kemiskinan apa lagi kamu
@Faiz_5555,Makanya kerja
@tumpuktugas,pengangguran si
@andi.enriernasari.s.h2808,HARUS DIAKUI GIBRAN LEBIH UNGGUL DI DEBAT I NI DIBANDINGKAN KETUM PARTAI DAN SEORANG PROF
@M-Sahri10,"Gila!! Jawaban mas gibran sangat masuk akal, yg awalnya dibilang ingusan bisa menjawab semua pertanyaan-pertanyaan😅 sekarang yakin pilih capres no urut 02🫰🥰"
@riantyazari9959,✌✌✌✌
@yaaaaah2034,pokoknya allin prabowo gibraaaaaan😍
@mrsreneey9535,Ekspresi gibran tidak menggambarkan apa yg dia ucapkan. Mata mengekpresikan apa yg kita ucapkan. Itu seperti tdk menyatu. Ini hanya pendapat sy. Sy tdk mengunggulkan siapapun. Sy pun msh mncari mana yg tepat. Dan dsni sy tdk melihat sesuatu yg disampaikan berasal dari hati dan merupakan sesuatu yg dipikirkan. Itu seperti membaca sebuah teks yg blm dibaca sebelumnya.
@user-eb9bw4tb1v,Salam dari Maluku Paslon no urut 2 tetap semangat
@andiusmanmuzakkir8982,SANGAT TERLIHAT KEBERPIHAKAN
@rumplestilskin8068,crypto untuk apa ?
@muhammadcholid9504,aq pilih jokowi.
@RedmiSambas-pm9gu,2
@RedmiSambas-pm9gu,2
@andi.enriernasari.s.h2808,SATU-SATUNYA YG MENYAMPAIKAN VISI MISI YG JLAS DAN TERARAH PAK GIBRAN
@LearnedCandy,"Ketawa dengar cak imin, dikit² slepet wkwkkw"
@antonysamudra07,Kan saya bilang di lihat dari Paslon no 1 kelihatan kerja nya belum nyata.. sebut saja Anies ketika menjabat Kemendikbud? Beliau Pandai berbicara tapi kerja nya ga ada. Saya pernah ada di Kemendikbud sana ketika beliau menjadi menteri Kemendikbud..hati2 cari pemimpin.
@bangmoelofficial1974,"Aneh sih Paslon no.1.. kayak terlalu banyak MENGHAYAL, kyk dulu di jkt.. Air dimasukkan ke tanah.. itu Khayalan tingkat tinggi!! Ide itu hal yg bisa dan bahkan mudah utk dilaksanakan.. ini idenya kebanyakan HAYALAN!! Jd yg penting NGOMONG, mslh eksekusi ya kl bisa, kl gak ya cari KALIMAT YG PAS LAGI BUAT NGELES.. SEPERTI &quot;LEBIH BAYAR&quot;. 😂😂😂 Emang gak pantas PASLON NO.1 MEMIMPIN INDONESIA!"
@firlylarasati4301,Inilah debat aslinya. Gas no 2
@jo71,"no 1 =  instan <br>No 2, = bertahap dan pasti dan  tersusun <br>No 3 =  hampir sama dengan no 2 <br><br><br>Tetep no 2 lebih Ter struktur"
@yellisaputra4489,Bengkulu hadir pak prabowo
@SparkGo-ip3qi,Anis amin kyok sales obat kuat 😂😂😂😂 gacor
@thisiszeni377,🤣🤣🤣
@arsanipjk3028,yg panting jadix gmn terbukti ga
@gusriandikaputra6218,"Tolong dong pak bikin janji SIM KENDARAAN AKTIF SEUMUR HIDUP, SUPAYA GAK JADI LADANG CUAN AMA PIHAK ITU TU😅😅"
@firlylarasati4301,Semakin yakin pilih no 2❤
